,Название,ИНН,Адрес,ОКВЭД,Деятельность
986,"ООО ""КОМПАНИЯ ""ГАЗ И НЕФТЬ""",7705514128,Г.МОСКВА,06.20,Добыча природного газа и газового конденсата
987,"ООО ""ОБЪЕДИНЕННЫЕ КОНДИТЕРЫ""",7705475711,Г.Москва,46.36.2,Торговля оптовая шоколадом и сахаристыми кондитерскими изделиями
988,"АССОЦИАЦИЯ ""НП СОВЕТ РЫНКА""",7705429930,Г.МОСКВА,94.11,Деятельность коммерческих и предпринимательских членских организаций
989,"ПАО ""СЕГЕЖА ГРУПП""",9703024202,Г.Москва,64.99,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки"
990,"ООО ""ИНТЕР ФОРЕСТ РУС""",9703043283,Г.Москва,70.22,Консультирование по вопросам коммерческой деятельности и управления
991,"ПАО ""ТМК""",7710373095,Г.Москва,64.2,Деятельность холдинговых компаний
992,"ООО ""ФЭМИЛИ ЮНИКОРН""",7806573507,Г.Санкт-Петербург,64.3,Деятельность инвестиционных фондов и аналогичных финансовых организаций
993,"АО ""РКР""",6164306077,РОСТОВСКАЯ ОБЛАСТЬ,64.20,Деятельность холдинговых компаний
994,"ООО ""ТД ""ВЭЛАН""",6164221031,РОСТОВСКАЯ ОБЛАСТЬ,46.69,Торговля оптовая прочими машинами и оборудованием
995,"ООО ""НАНСЕНА""",6163227880,РОСТОВСКАЯ ОБЛАСТЬ,68.20,Аренда и управление собственным или арендованным недвижимым имуществом
996,"ООО "" КРАСНОАРМЕЙСКАЯ""",6163227746,Ростовская область,68.20,Аренда и управление собственным или арендованным недвижимым имуществом
997,"ООО ""ЛИГА ПАРК""",6163141714,РОСТОВСКАЯ ОБЛАСТЬ,68.20.2,Аренда и управление собственным или арендованным нежилым недвижимым имуществом
998,"ГОСУДАРСТВЕННАЯ КОРПОРАЦИЯ ""РОСТЕХ""",7704274402,Г.МОСКВА,64.99,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки"
999,АО ЦВ ПРОТЕК,7724053916,Г.МОСКВА,46.46.1,Торговля оптовая фармацевтической продукцией
1000,"ООО ""СДК ""ГАРАНТ""",7714184726,МОСКВА ГОРОД,66.19.5,"Предоставление услуг по хранению ценностей, депозитарная деятельность"
1001,"ЗАО ""ПРСД""",7710198911,Г.Москва,64.99.7,"Деятельность специализированного депозитария инвестиционных фондов, паевых инвестиционных фондов, негосударственных пенсионных фондов"
1002,"АО ""СИБАГРО""",7017012254,ТОМСКАЯ ОБЛАСТЬ,01.46,Разведение свиней
1003,"ООО ""НИКОН""",5321091489,НОВГОРОДСКАЯ ОБЛАСТЬ,70.10.2,Деятельность по управлению холдинг-компаниями
1004,"АО ""ИНВЕСТПРОЕКТ""",5321057664,МОСКВА ГОРОД,68.20.2,Аренда и управление собственным или арендованным нежилым недвижимым имуществом
1005,"ООО ""ГАЗПРОМ ЭНЕРГОХОЛДИНГ""",7703323030,Г.САНКТ-ПЕТЕРБУРГ,70.22,Консультирование по вопросам коммерческой деятельности и управления
1006,"ПАО ""МОЭК""",7720518494,Г.МОСКВА,35.30.1,Производство пара и горячей воды (тепловой энергии)
1007,ДЕПАРТАМЕНТ СТРОИТЕЛЬСТВА ГОРОДА МОСКВЫ,7707639796,Г.Москва,84.11.22,Деятельность органов государственной власти субъектов Российской Федерации по осуществлению своих полномочий в городах и районах
1008,ДЕПАРТАМЕНТ ГОРОДСКОГО ИМУЩЕСТВА ГОРОДА МОСКВЫ,7705031674,Г.Москва,84.11.21,"Деятельность органов государственной власти субъектов Российской Федерации (республик, краев, областей), кроме судебной власти, представительств исполнительных органов государственной власти субъектов Российской Федерации при Президенте Российской Федерации"
1009,"ФОНД ""ПРОГРЕСС-1""",9702021569,Г.МОСКВА,64.99,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки"
1010,"ООО ""ЦЕНТР ЭКСПЕРТИЗ""",9702036646,Г.МОСКВА,69.10,Деятельность в области права
1011,"ООО ""ШТАНДАРТ""",5032093166,МОСКОВСКАЯ ОБЛАСТЬ,68.10.1,Подготовка к продаже собственного недвижимого имущества
1012,"АО ""СИСТЕМА ВЕНЧУР КЭПИТАЛ""",7708215920,Г.МОСКВА,64.99.1,Вложения в ценные бумаги
1013,"ПАО БАНК ""ФК ОТКРЫТИЕ""",7706092528,Г.МОСКВА,64.19,Денежное посредничество прочее
1014,"ООО ""РН-КОММЕРЦИЯ""",7706238400,Г.МОСКВА,64.99.1,Вложения в ценные бумаги
1015,"ООО ""АРБИКОНДЕ""",7706750512,Г.Москва,72.19,Научные исследования и разработки в области естественных и технических наук прочие
1016,"ООО ""НОВАПОРТ ИНВЕСТ""",7704355394,Г.Москва,52.23.11,Деятельность аэропортовая
1017,"ООО ""БИЗНЕС-РЕСУРС""",5003055021,ЛЕНИНСКИЙ,68.2,Аренда и управление собственным или арендованным недвижимым имуществом
1018,"ООО ""БИТРЕЙД СЛАВЯНКА""",3025007170,Астраханская область,47.19,Торговля розничная прочая в неспециализированных магазинах
1019,"ООО ""ДЕЛЬТА-ТРАНС-ИНВЕСТ""",7707501389,Г.МОСКВА,68.20.2,Аренда и управление собственным или арендованным нежилым недвижимым имуществом
1020,"ФГУП ""ГВСУ ПО СПЕЦИАЛЬНЫМ ОБЪЕКТАМ""",7734003657,Амурская область,41.20,Строительство жилых и нежилых зданий
1021,"ООО ""ПЕПСИКО ХОЛДИНГС""",7705034202,МОСКОВСКАЯ ОБЛАСТЬ,11.07.2,"Производство безалкогольных напитков ароматизированных и/или с добавлением сахара, кроме минеральных вод"
1022,"АО ""ПРОГРЕСС КАПИТАЛ""",4826063675,ЛИПЕЦКАЯ ОБЛАСТЬ,64.20,Деятельность холдинговых компаний
1023,"ООО ""ЖУРАВСКОЕ ХОЛДИНГ""",7728200248,МОСКВА ГОРОД,64.99.3,"Капиталовложения в уставные капиталы, венчурное инвестирование, в том числе посредством инвестиционных компаний"
1024,"ООО ""ТОЛИНГ""",7728780824,Г.Москва,64.99.1,Вложения в ценные бумаги
1025,"ООО ""ТРАНСНЕФТЬ - БАЛТИКА""",4704041900,Г.САНКТ-ПЕТЕРБУРГ,49.50.11,Транспортирование по трубопроводам нефти
1026,"ООО ""РСХБ-ФИНАНС""",7704794218,Г.Москва,70.22,Консультирование по вопросам коммерческой деятельности и управления
1027,"ООО ""ЦХЛС-ВНИХФИ""",7704755586,Г.МОСКВА,72.19,Научные исследования и разработки в области естественных и технических наук прочие
1028,"ООО ""КОПИТАНИЯ""",7704702640,Г.Москва,70.10.2,Деятельность по управлению холдинг-компаниями
1029,"ООО ""ГЛЕДЕН ИНВЕСТ""",7704684952,Г.МОСКВА,68.20,Аренда и управление собственным или арендованным недвижимым имуществом
1030,"АО ""В/О""ИЗОТОП""",7704674312,Г.МОСКВА,46.69.9,"Торговля оптовая прочими машинами, приборами, аппаратурой и оборудованием общепромышленного и специального назначения"
1031,"АО ""СПЕЦИАЛИЗИРОВАННЫЙ ДЕПОЗИТАРИЙ ""ИНФИНИТУМ""",7705380065,Г.Москва,64.99.7,"Деятельность специализированного депозитария инвестиционных фондов, паевых инвестиционных фондов, негосударственных пенсионных фондов"
1032,"ООО ""СЗ ""ГАЛС-ШОССЕЙНАЯ""",7705930720,Г.МОСКВА,71.1,"Деятельность в области архитектуры, инженерных изысканий и предоставление технических консультаций в этих областях"
1033,БАНК ВТБ (ПАО),7702070139,Г.САНКТ-ПЕТЕРБУРГ,64.19,Денежное посредничество прочее
1034,"ООО СЗ ""ТЕКТА-ОБРУЧЕВА""",9728056742,Г.МОСКВА,71.12.2,"Деятельность заказчика-застройщика, генерального подрядчика"
1035,"ООО ""РОНДА""",2540044905,Приморский край,62.01,Разработка компьютерного программного обеспечения
1036,"ФГАОУ ВО ""ДАЛЬНЕВОСТОЧНЫЙ ФЕДЕРАЛЬНЫЙ УНИВЕРСИТЕТ"", ДАЛЬНЕВОСТОЧНЫЙ ФЕДЕРАЛЬНЫЙ УНИВЕРСИТЕТ, ФГАОУ ВО ДВФУ, ДВФУ",2536014538,ПРИМОРСКИЙ КРАЙ,85.22,Образование высшее
1037,"ООО ""ГХК БОР""",2505014954,ПРИМОРСКИЙ КРАЙ,46.75,Торговля оптовая химическими продуктами
1038,"ООО НПП ""СИЛИКА""",2505014432,ПРИМОРСКИЙ КРАЙ,20.13,Производство прочих основных неорганических химических веществ
1039,"ООО ""РУСЭНЕРГОСБЫТ СИБИРЬ""",2465115953,Красноярский край,35.14,Торговля электроэнергией
1040,"ООО ""ГОРНОЗАВОДСКЦЕМЕНТ""",5918218070,ПЕРМСКИЙ КРАЙ,23.51,Производство цемента
1041,"АО ""ГЕОКАРТА""",5905259721,Г.МОСКВА,64.20,Деятельность холдинговых компаний
1042,"ОАО ""ПЕНЗЕНСКИЙ КОМБИНАТ ХЛЕБОПРОДУКТОВ""",5834002580,ПЕНЗЕНСКАЯ ОБЛАСТЬ,10.91,"Производство готовых кормов для животных, содержащихся на фермах"
1043,"БУ ОО ""МР БТИ""",5753069882,Орловская область,84.11.4,Управление финансовой деятельностью и деятельностью в сфере налогообложения
1044,"АО ""ХОТЫНЕЦКОЕ ХПП""",5726000070,Орловская область,52.10.3,Хранение и складирование зерна
1045,"ООО ""АЛЕДО""",9714001831,Г.Москва,70.22,Консультирование по вопросам коммерческой деятельности и управления
1046,"АО ""КОНЦЕРН ""КАЛАШНИКОВ""",1832090230,УДМУРТСКАЯ РЕСПУБЛИКА,25.4,Производство оружия и боеприпасов
1047,"АО ""ОМЕГА ТРЕЙД""",7709912874,Г.Москва,46.12,"Деятельность агентов по оптовой торговле топливом, рудами, металлами и химическими веществами"
1048,"ООО ""ТРАНСЭНЕРГОПРОМ""",7731411714,Г.Москва,35.14,Торговля электроэнергией
1049,"ООО ""УПК НСРЗ""",2315221913,КРАСНОДАРСКИЙ КРАЙ,52.24.2,Транспортная обработка прочих грузов
1050,"ООО ""КУБАНЬТРАНССЕРВИС""",2315186659,КРАСНОДАРСКИЙ КРАЙ,49.31,Деятельность сухопутного пассажирского транспорта: внутригородские и пригородные перевозки пассажиров
1051,"АО ""КСК""",2315006923,КРАСНОДАРСКИЙ КРАЙ,52.24,Транспортная обработка грузов
1052,"ООО АФ ""РАССВЕТ""",2314025835,КРАСНОДАРСКИЙ КРАЙ,01.1,Выращивание однолетних культур
1053,"ООО ""АПП ""РОДИНА""",2314025592,КРАСНОДАРСКИЙ КРАЙ,01.1,Выращивание однолетних культур
1054,"ООО ""СБК КОМПЛЕКТ""",7714437889,Г.МОСКВА,68.10,Покупка и продажа собственного недвижимого имущества
1055,"РАО, РОССИЙСКОЕ АВТОРСКОЕ ОБЩЕСТВО",7703030403,Г.МОСКВА,94.12,Деятельность профессиональных членских организаций
1056,"МОО ""МОСКОВСКАЯ АССОЦИАЦИЯ ПРЕДПРИНИМАТЕЛЕЙ""",7710051524,Г.МОСКВА,94.99,"Деятельность прочих общественных организаций, не включенных в другие группировки"
1057,"ООО ""ЛУКОЙЛ-ТЕХНОЛОГИИ""",9709038314,Г.МОСКВА,63.11.1,Деятельность по созданию и использованию баз данных и информационных ресурсов
1058,"ЗАО АФ ""РЫЛЬСКАЯ""",4620008021,Курская область,01.11,"Выращивание зерновых (кроме риса), зернобобовых культур и семян масличных культур"
1059,"ООО ""ТСЗ""",2334024068,КРАСНОДАРСКИЙ КРАЙ,10.81,Производство сахара
1060,"ООО ТД ""КОНЦЕРН ""ПОКРОВСКИЙ""",2334023970,КРАСНОДАРСКИЙ КРАЙ,46.21.11,Торговля оптовая зерном
1061,"ООО ""ПРИАЗОВЬЕ""",2334023868,КРАСНОДАРСКИЙ КРАЙ,01.11.1,Выращивание зерновых культур
1062,"ООО ""АГРОКОНЦЕРН ПОКРОВСКИЙ""",2334023755,КРАСНОДАРСКИЙ КРАЙ,46.21.11,Торговля оптовая зерном
1063,"ООО ТД ""ВОЛЬНАЯ СТАНИЦА""",2334023321,РОСТОВСКАЯ ОБЛАСТЬ,46.33.1,Торговля оптовая молочными продуктами
1064,"АО ""МОСОБЛГАЗ""",5032292612,МОСКОВСКАЯ ОБЛАСТЬ,35.22,Распределение газообразного топлива по газораспределительным сетям
1065,"ООО ""РУШ""",5032269645,Московская область,35.30.1,Производство пара и горячей воды (тепловой энергии)
1066,"ООО ""ТЕКТА НЕДВИЖИМОСТЬ""",5032256974,МОСКОВСКАЯ ОБЛАСТЬ,68.3,Операции с недвижимым имуществом за вознаграждение или на договорной основе
1067,"АО ""РИРЦ""",5030081133,Г.Санкт-Петербург,70.22,Консультирование по вопросам коммерческой деятельности и управления
1068,"ООО ""ЧЕРКИЗОВО-РАСТЕНИЕВОДСТВО""",3664078874,ВОРОНЕЖСКАЯ ОБЛАСТЬ,01.11,"Выращивание зерновых (кроме риса), зернобобовых культур и семян масличных культур"
1069,"ООО ""КДВ АГРОХОЛДИНГ""",7017302796,Г.Москва,70.10.2,Деятельность по управлению холдинг-компаниями
1070,"ООО ""ППИТ-15""",7703417369,Г.МОСКВА,64.99.1,Вложения в ценные бумаги
1071,"ЗПИФ комбинированный ""АФМ. Росдевелопмент""",7706761602,Г.МОСКВА,66.30.1,Управление инвестиционными фондами
1072,"АССОЦИАЦИЯ ""НП ""ОПОРА""",7730146005,Г.МОСКВА,70.22,Консультирование по вопросам коммерческой деятельности и управления
1073,"ПАО ""РУСОЛОВО""",7706774915,Г.Москва,07.29.6,Добыча и обогащение оловянной руды
1074,"АО ""РТ-ИНВЕСТ""",9705094910,Г.Москва,66.30.1,Управление инвестиционными фондами
1075,"АО ""НСД""",7715159793,Г.МОСКВА,66.19.5,"Предоставление услуг по хранению ценностей, депозитарная деятельность"
1076,"ЗПИФ долгосрочных прямых инвестиций ""Фейрглайд - Прямые инвестиции""",7715648191,Г.Москва,64.99.1,Вложения в ценные бумаги
1077,"НП ""НИТР""",7715530908,Г.МОСКВА,63.1,"Деятельность по обработке данных, предоставление услуг по размещению информации, деятельность порталов в информационно-коммуникационной сети Интернет"
1078,"ООО ""АГРОАСПЕКТ""",7715277300,Г.МОСКВА,47.2,"Торговля розничная пищевыми продуктами, напитками и табачными изделиями в специализированных магазинах"
1079,"ООО ""КОПЕЙКА-МОСКВА""",7715196234,Г.МОСКВА,47.11,"Торговля розничная преимущественно пищевыми продуктами, включая напитки, и табачными изделиями в неспециализированных магазинах"
1080,"ООО ""РН-ТРЕЙД""",7804303914,Г.САНКТ-ПЕТЕРБУРГ,64.99.1,Вложения в ценные бумаги
1081,"ООО ""ППИТ-13""",7703404708,Г.МОСКВА,64.99.1,Вложения в ценные бумаги
1082,"ООО ""СОВИНТРАНС""",7703365382,Г.МОСКВА,68.20.2,Аренда и управление собственным или арендованным нежилым недвижимым имуществом
1083,"ПАО ""ММЗ ""РАССВЕТ""",7703010005,Г.Москва,68.20,Аренда и управление собственным или арендованным недвижимым имуществом
1084,"ООО ""ЛОНГФОРД ИНВЕСТМЕНТС""",7702504869,Г.МОСКВА,68.20.2,Аренда и управление собственным или арендованным нежилым недвижимым имуществом
1085,"ФГУП ""ВНИИА""",7707074137,Г.МОСКВА,72.19,Научные исследования и разработки в области естественных и технических наук прочие
1086,"ЗАО ""АБТВ""",7707057389,Г.Москва,68.20.2,Аренда и управление собственным или арендованным нежилым недвижимым имуществом
1087,"ООО ""АТИ""",7706806518,Г.МОСКВА,46.71.2,"Торговля оптовая моторным топливом, включая авиационный бензин"
1088,"ООО ""НГКЦ""",7706788160,Г.МОСКВА,71.12.3,"Работы геолого-разведочные, геофизические и геохимические в области изучения недр и воспроизводства минерально-сырьевой базы"
1089,"ООО ""МОКТАКОНСКИЙ""",9723118628,Г.МОСКВА,09.10,Предоставление услуг в области добычи нефти и природного газа
1090,"ООО ""ПРИЛЕНСКИЙ""",9723118018,Г.МОСКВА,06.10.1,Добыча сырой нефти
1091,"ООО ""СПУТНИК ТЕХНОПОЛИС""",9723108588,Г.МОСКВА,21.20,"Производство лекарственных препаратов и материалов, применяемых в медицинских целях"
1092,"АО ""ЦЭУ""",9722010773,Г.МОСКВА,46.71,"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами"
1093,"ООО ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""ГРАД ВЕРЕЙСКАЯ""",9721076179,Г.Москва,41.20,Строительство жилых и нежилых зданий
1094,"ООО ""МУЛТАНОВСКИЙ""",7728378545,Г.МОСКВА,06.10.1,Добыча сырой нефти
1095,"ООО ""СТК ""ФИНТЕХЛАЙН""",7728235265,Г.МОСКВА,68.20,Аренда и управление собственным или арендованным недвижимым имуществом
1096,"АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК""",7728029110,Г.МОСКВА,47.11,"Торговля розничная преимущественно пищевыми продуктами, включая напитки, и табачными изделиями в неспециализированных магазинах"
1097,"ООО ""ПРИОРИТЕТ""",7727828921,Г.МОСКВА,64.99.3,"Капиталовложения в уставные капиталы, венчурное инвестирование, в том числе посредством инвестиционных компаний"
1098,"ООО ""ПАЛАКАРТ""",7727603269,МОСКВА ГОРОД,68.2,Аренда и управление собственным или арендованным недвижимым имуществом
1099,"ООО ""НОРНИКЕЛЬ - ЕРП""",2466199794,КРАСНОЯРСКИЙ КРАЙ,70.10,Деятельность головных офисов
1100,"ООО ""ИНТЕРГЕОПРОЕКТ""",7710405766,Г.Москва,43.13,Разведочное бурение
1101,ДЕПАРТАМЕНТ ИМУЩЕСТВЕННЫХ ОТНОШЕНИЙ КРАСНОДАРСКОГО КРАЯ,2308077553,КРАСНОДАРСКИЙ КРАЙ,84.11.21,"Деятельность органов государственной власти субъектов Российской Федерации (республик, краев, областей), кроме судебной власти, представительств исполнительных органов государственной власти субъектов Российской Федерации при Президенте Российской Федерации"
1102,"АО ""ТИТАН""",2308201000,КРАСНОДАРСКИЙ КРАЙ,66.1,"Деятельность вспомогательная в сфере финансовых услуг, кроме страхования и пенсионного обеспечения"
1103,"ООО УК ""МЕТАЛЛОИНВЕСТ""",5018108484,МОСКОВСКАЯ ОБЛАСТЬ,70.10.1,Деятельность по управлению финансово-промышленными группами
1104,"АО ""ЭФКО ПРОДУКТЫ ПИТАНИЯ""",7705274941,Г.Москва,64.99.1,Вложения в ценные бумаги
1105,"ООО ""БИРЮЧ""",3122002473,Белгородская область,71.20,"Технические испытания, исследования, анализ и сертификация"
1106,"ООО ""ЛУКОЙЛ-ПЕРМЬ""",5902201970,ПЕРМСКИЙ КРАЙ,06.10.1,Добыча сырой нефти
1107,"АО ""НОВОАЛЕКСАНДРОВСКРАЙГАЗ""",2615000552,СТАВРОПОЛЬСКИЙ КРАЙ,35.22,Распределение газообразного топлива по газораспределительным сетям
1108,"ООО ""КОНТИНЕНТ""",7706610360,МОСКОВСКАЯ ОБЛАСТЬ,68.2,Аренда и управление собственным или арендованным недвижимым имуществом
1109,"ООО ""ТРАНСТЕРМИНАЛ - ХОЛДИНГ""",7706438737,Г.Москва,64.2,Деятельность холдинговых компаний
1110,"СОЮЗ ""НМП""",7706414648,Г.МОСКВА,86.0,Деятельность в области здравоохранения
1111,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,"Управление имуществом, находящимся в государственной собственности"
1112,"ООО ""АВЕЛАР СОЛАР ТЕХНОЛОДЖИ""",7701921436,Г.Москва,35.11.4,"Производство электроэнергии, получаемой из возобновляемых источников энергии, включая выработанную солнечными, ветровыми, геотермальными электростанциями, в том числе деятельность по обеспечению их работоспособности"
1113,"ООО ""УБИРАТОР""",9715317764,Г.МОСКВА,38.11,Сбор неопасных отходов
1114,"АО ""Р-ФАРМ""",7726311464,Г.МОСКВА,21.20,"Производство лекарственных препаратов и материалов, применяемых в медицинских целях"
1115,"ООО ""ИНТЕРАКТИВ""",7730261657,Г.Москва,64.20,Деятельность холдинговых компаний
1116,"ООО ""ЛАХТИНСКАЯ МАГИСТРАЛЬ""",7813665484,Г.САНКТ-ПЕТЕРБУРГ,42.11,Строительство автомобильных дорог и автомагистралей
1117,"ООО ""ЗАСТРОЙ"" СПЕЦЗАСТРОЙЩИК""",7813654242,Г.САНКТ-ПЕТЕРБУРГ,41.10,Разработка строительных проектов
1118,"АО ""ЛЕНФИЛЬМ""",7813200545,Г.САНКТ-ПЕТЕРБУРГ,59.11,"Производство кинофильмов, видеофильмов и телевизионных программ"
1119,"ООО ""РЕГИОН-СЕРВИС""",7813125859,Г.Санкт-Петербург,33.12,Ремонт машин и оборудования
1120,"ООО ""ХОЛДИНГ ВВСС""",7810992444,Г.САНКТ-ПЕТЕРБУРГ,70.10.2,Деятельность по управлению холдинг-компаниями
1121,"ООО ""СЕЧЕНОВ.ПРО""",9715374191,Г.Москва,63.11.1,Деятельность по созданию и использованию баз данных и информационных ресурсов
1122,"ЗАО ""ЛИДЕР""",5018026672,Г.Москва,66.30,Деятельность по управлению фондами
1123,"ООО ""ЛИНКС ХОЛДИНГ""",7713486322,Г.Москва,63.11,"Деятельность по обработке данных, предоставление услуг по размещению информации и связанная с этим деятельность"
1124,"ООО ""СВЯЗЬ ВСД""",7713339141,Г.МОСКВА,63.11,"Деятельность по обработке данных, предоставление услуг по размещению информации и связанная с этим деятельность"
1125,"ООО ""ТЗК ПУЛКОВО""",7810393786,Г.САНКТ-ПЕТЕРБУРГ,46.71.2,"Торговля оптовая моторным топливом, включая авиационный бензин"
1126,"ООО СЗ ""СТРАНА М 4""",9703112579,Г.Москва,71.12.2,"Деятельность заказчика-застройщика, генерального подрядчика"
1127,"ООО ""СЗ ""СТРАНА-ЭТАЛОН""",7203526962,Тюменская область,71.12.2,"Деятельность заказчика-застройщика, генерального подрядчика"
1128,"ООО ""ЭТАЛОН-РЕГИОНЫ""",9717104144,Г.Москва,70.10.2,Деятельность по управлению холдинг-компаниями
1129,"ООО ""ИПОТЕКА СТРОИТЕЛЬСТВО УПРАВЛЕНИЕ""",7203514501,ТЮМЕНСКАЯ ОБЛАСТЬ,68.10.23,Покупка и продажа земельных участков
1130,"АО ""ГОСТИНИЦА ""КОЛОС""",7203229328,Тюменская область,55.1,Деятельность гостиниц и прочих мест для временного проживания
1131,"ООО ""КОМПАС ФУДС""",7113015219,ТУЛЬСКАЯ ОБЛАСТЬ,10.13.4,Производство мясных (мясосодержащих) полуфабрикатов
1132,"ООО ""АМТ""",7017372835,ТОМСКАЯ ОБЛАСТЬ,72.19,Научные исследования и разработки в области естественных и технических наук прочие
1133,"АО ""КДВ""",7017166840,Томская область,64.20,Деятельность холдинговых компаний
1134,"АО ""АГРОХОЛДИНГ ""СИБИРЯК""",2456015215,КРАСНОЯРСКИЙ КРАЙ,01.50,Смешанное сельское хозяйство
1135,"АО ""ГАЗПРОМНЕФТЬ-АЭРО""",7714117720,Г.САНКТ-ПЕТЕРБУРГ,46.71,"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами"
1136,"ООО ""ППИТ-12""",7703824100,Г.МОСКВА,64.99.1,Вложения в ценные бумаги
1137,"ООО ""КЭШФЛОУ""",9703166528,Г.МОСКВА,64.99.3,"Капиталовложения в уставные капиталы, венчурное инвестирование, в том числе посредством инвестиционных компаний"
1138,"ООО ""ХОЛДИНГ АКВА""",2626047111,Ставропольский край,11.07.1,Производство минеральных вод
1139,"ООО ""РСХБ ФИНАНСОВЫЕ УСЛУГИ""",9703154836,Г.Москва,64.20,Деятельность холдинговых компаний
1140,"ООО ""ЦЕНТР ИНДУСТРИАЛЬНЫХ БИОТЕХНОЛОГИЙ""",3111006885,БЕЛГОРОДСКАЯ ОБЛАСТЬ,72.19,Научные исследования и разработки в области естественных и технических наук прочие
1141,РКДС,7727517570,Г.МОСКВА,69.10,Деятельность в области права
1142,"ПАО ""УРАЛКУЗ""",7420000133,Челябинская область,25.50,"Ковка, прессование, штамповка и профилирование, изготовление изделий методом порошковой металлургии"
1143,"АО ""МСЗ""",5053005918,Московская область,24.46,Производство ядерного топлива
1144,"ООО ""СТРОЙ-ПРОФИТ""",7728281208,Г.Москва,73.20.1,Исследование конъюнктуры рынка
1145,"АО ""РОСНЕФТЕГАЗ""",7705630445,Г.Москва,70.10.2,Деятельность по управлению холдинг-компаниями
1146,"ООО ""АЕОН-ДЕВЕЛОПМЕНТ""",7704640264,Г.МОСКВА,70.22,Консультирование по вопросам коммерческой деятельности и управления
1147,"ООО ""АГРО ХОЛДИНГ КАНЕВСКОЙ""",2369001167,КРАСНОДАРСКИЙ КРАЙ,46.21.11,Торговля оптовая зерном
1148,"ООО ПХ ""ЮБИЛЕЙНОЕ""",2364011637,КРАСНОДАРСКИЙ КРАЙ,01.47,Разведение сельскохозяйственной птицы
1149,"ООО ""СВОЕ ЗЕРНО""",2363002189,КРАСНОДАРСКИЙ КРАЙ,46.21.11,Торговля оптовая зерном
1150,"ООО "" АК ПОКРОВСКИЙ """,2362000333,КРАСНОДАРСКИЙ КРАЙ,46.21.11,Торговля оптовая зерном
1151,"ООО ""АГРОКОМПЛЕКС ""ЕЙСКИЙ""",2361011438,КРАСНОДАРСКИЙ КРАЙ,01.11.1,Выращивание зерновых культур
1152,"ПАО ""ГМК ""НОРИЛЬСКИЙ НИКЕЛЬ""",8401005730,КРАСНОЯРСКИЙ КРАЙ,24.45,Производство прочих цветных металлов
1153,"АО ""РОСНАНО""",7728131587,Г.Москва,64.9,"Деятельность по предоставлению прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению"
1154,МИНМОСОБЛИМУЩЕСТВО,7725131814,Московская область,84.11.21,"Деятельность органов государственной власти субъектов Российской Федерации (республик, краев, областей), кроме судебной власти, представительств исполнительных органов государственной власти субъектов Российской Федерации при Президенте Российской Федерации"
1155,ГЛАВНОЕ УПРАВЛЕНИЕ РЕГИОНАЛЬНОЙ БЕЗОПАСНОСТИ МОСКОВСКОЙ ОБЛАСТИ,5029057680,МОСКОВСКАЯ ОБЛАСТЬ,84.11.21,"Деятельность органов государственной власти субъектов Российской Федерации (республик, краев, областей), кроме судебной власти, представительств исполнительных органов государственной власти субъектов Российской Федерации при Президенте Российской Федерации"
1156,"АО ""НПП ""САЛЮТ""",5261079332,НИЖЕГОРОДСКАЯ ОБЛАСТЬ,72.19,Научные исследования и разработки в области естественных и технических наук прочие
1157,"ООО ""ГРУППА ОРГСИНТЕЗ""",2124041155,Г.МОСКВА,64.99.1,Вложения в ценные бумаги
1158,"ПАО ""НИЖНЕКАМСКНЕФТЕХИМ""",1651000010,РЕСПУБЛИКА ТАТАРСТАН (ТАТАРСТАН),20.17,Производство синтетического каучука в первичных формах
1159,"АО ""КРЭТ""",7703695246,Г.МОСКВА,70.10.1,Деятельность по управлению финансово-промышленными группами
1160,МИНЗЕМИМУЩЕСТВО РЕСПУБЛИКИ ТАТАРСТАН,1655043430,ТАТАРСТАН РЕСПУБЛИКА,84.11.21,"Деятельность органов государственной власти субъектов Российской Федерации (республик, краев, областей), кроме судебной власти, представительств исполнительных органов государственной власти субъектов Российской Федерации при Президенте Российской Федерации"
1161,"АО ""СЕТЕВАЯ КОМПАНИЯ""",1655049111,РЕСПУБЛИКА ТАТАРСТАН (ТАТАРСТАН),35.12,Передача электроэнергии и технологическое присоединение к распределительным электросетям
1162,"ООО ""ГРУППА ""АРКТИК ЭНЕРДЖИ""",9704085543,Г.МОСКВА,70.22,Консультирование по вопросам коммерческой деятельности и управления
1163,"ООО ""ТЗК ""ПЛАНЕТА""",3664067801,ВОРОНЕЖСКАЯ ОБЛАСТЬ,46.71,"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами"
1164,"АО ""МИР""",7704760674,Г.Москва,64.99,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки"
