,Название,ИНН,Адрес,ОКВЭД,Деятельность
1165,"ООО ""ПРОФЕССИОНАЛЬНЫЕ ФИНАНСОВЫЕ ТЕХНОЛОГИИ""",7743326238,МОСКВА ГОРОД,64.92,Предоставление займов и прочих видов кредита
1166,"ООО ""ОЙЛ ТЕХНОЛОДЖИС""",7728731619,Г.Москва,46.71.2,"Торговля оптовая моторным топливом, включая авиационный бензин"
1167,"ООО ""Ш.А.Р.""",2334012841,КРАСНОДАРСКИЙ КРАЙ,01.11,"Выращивание зерновых (кроме риса), зернобобовых культур и семян масличных культур"
1168,"ООО ""РЕДАКЦИЯ ГАЗЕТЫ ""ВОСХОД""",2323030542,Краснодарский край,58.13,Издание газет
1169,"ООО ""РН-РАЗВЕДКА И ДОБЫЧА""",2322026840,МОСКВА ГОРОД,64.99.1,Вложения в ценные бумаги
1170,"АО САНАТОРИЙ ""ЗЕЛЕНАЯ РОЩА""",2319009266,КРАСНОДАРСКИЙ КРАЙ,86.90.4,Деятельность санаторно-курортных организаций
1171,"ООО ""НЗТ""",2315996886,КРАСНОДАРСКИЙ КРАЙ,52.29,"Деятельность вспомогательная прочая, связанная с перевозками"
1172,"АО ""ТЕВИС""",6320000561,САМАРСКАЯ ОБЛАСТЬ,35.30.2,Передача пара и горячей воды (тепловой энергии)
1173,"ООО ""РТ-КАПИТАЛ""",7704770859,Г.МОСКВА,70.22,Консультирование по вопросам коммерческой деятельности и управления
1174,"ПАО ""МЕГАФОН""",7812014560,Г.МОСКВА,61.10,Деятельность в области связи на базе проводных технологий
1175,"АО ""ОЧАКОВО-ПРОМЖЕЛДОРТРАНС""",7729566510,Г.Москва,49.20,Деятельность железнодорожного транспорта: грузовые перевозки
1176,"АО ""ПЕРВЫЙ КАНАЛ""",7717039300,Г.МОСКВА,60.20,Деятельность в области телевизионного вещания
1177,"АО ""КОМКОР""",7717020170,Г.МОСКВА,72.19,Научные исследования и разработки в области естественных и технических наук прочие
1178,"ООО ""ЗАПАДНО-МУЛТАНОВСКИЙ""",7716812415,Г.МОСКВА,71.12.3,"Работы геолого-разведочные, геофизические и геохимические в области изучения недр и воспроизводства минерально-сырьевой базы"
1179,АО ВТБ ДЕВЕЛОПМЕНТ,7838327945,Г.Санкт-Петербург,70.22,Консультирование по вопросам коммерческой деятельности и управления
1180,"ООО ""ЦТЖД""",7838100750,Г.МОСКВА,62.01,Разработка компьютерного программного обеспечения
1181,"ООО ""АГРОТОРГ""",7825706086,Г.САНКТ-ПЕТЕРБУРГ,47.19,Торговля розничная прочая в неспециализированных магазинах
1182,"АО ""АКАДО ХОЛДИНГ""",7726363705,Г.МОСКВА,70.10.2,Деятельность по управлению холдинг-компаниями
1183,"ООО ""ЛОКОТЕХ-СЕРВИС""",7704758153,Г.МОСКВА,52.21.1,"Деятельность вспомогательная, связанная с железнодорожным транспортом"
1184,"АО ""НКК""",7707592234,Г.Москва,66.19.5,"Предоставление услуг по хранению ценностей, депозитарная деятельность"
1185,"АО ""ВОЛЖСКИЙ ОРГСИНТЕЗ""",3435900563,ВОЛГОГРАДСКАЯ ОБЛАСТЬ,20.14,Производство прочих основных органических химических веществ
1186,"ООО ""ВАТИ-АВТО""",3435133516,ВОЛГОГРАДСКАЯ ОБЛАСТЬ,23.99,"Производство прочей неметаллической минеральной продукции, не включенной в другие группировки"
1187,"ООО ""ВЗТМ""",3435084932,ВОЛГОГРАДСКАЯ ОБЛАСТЬ,13.99.9,"Производство текстильных изделий различного назначения, не включенных в другие группировки"
1188,"ФГУП ""ГНПП ""КРОНА""",3327101250,ВЛАДИМИРСКАЯ ОБЛАСТЬ,26.51.2,"Производство радиолокационной, радионавигационной аппаратуры и радиоаппаратуры дистанционного управления"
1189,"ООО ""МЕТАЛЛСЕРВИС - БРЯНСК""",3255049216,Брянская область,46.72.21,Торговля оптовая черными металлами в первичных формах
1190,"ООО ""ПРОЕКТ БЕЛОКУРИХА ГОРНАЯ""",2203004861,АЛТАЙСКИЙ КРАЙ,55.10,Деятельность гостиниц и прочих мест для временного проживания
1191,"ООО ""ГРУППА ОРГСИНТЕЗ ХОЛДИНГ""",2124041162,Г.Москва,64.99.3,"Капиталовложения в уставные капиталы, венчурное инвестирование, в том числе посредством инвестиционных компаний"
1192,"ООО ""ХЕВЕЛ""",2124030957,ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ,27.90.9,"Производство электрического оборудования прочего, не включенного в другие группировки"
1193,"ПАО ""ХИМПРОМ""",2124009521,ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ,20.14.7,Производство прочих химических органических основных веществ
1194,"ООО ""ГАЗПРОМ ГАЗОРАСПРЕДЕЛЕНИЕ ГРОЗНЫЙ""",2016005294,ЧЕЧЕНСКАЯ РЕСПУБЛИКА,35.22,Распределение газообразного топлива по газораспределительным сетям
