,Объект_1,ИНН_1,Адрес_1,ОКВЭД_1,ОКВЭД_ГЛАВ_1,Деятельность_1,Связь,Объект_2,ИНН_2,Адрес_2,ОКВЭД_2,ОКВЭД_ГЛАВ_2,Деятельность_2
1189,"ООО ""УК ПОРТФЕЛЬНЫЕ ИНВЕСТИЦИИ""",7706111837,Г.Москва,66.30.1,66,Управление инвестиционными фондами,Высокая,"ОПИФ РЫНОЧНЫХ ФИНАНСОВЫХ ИНСТРУМЕНТОВ ""СФЕРА""",7706111837,Г.Москва,66.30.1,66,Управление инвестиционными фондами
1190,"ООО ""УК ПОРТФЕЛЬНЫЕ ИНВЕСТИЦИИ""",7706111837,Г.Москва,66.30.1,66,Управление инвестиционными фондами,Высокая,"ЗПИФ смешанных инвестиций ""Перспективный""",7706111837,Г.Москва,66.30.1,66,Управление инвестиционными фондами
1191,"ООО ""УК ПОРТФЕЛЬНЫЕ ИНВЕСТИЦИИ""",7706111837,Г.Москва,66.30.1,66,Управление инвестиционными фондами,Высокая,"ОПИФ смешанных инвестиций ""Агора - открытый рынок""",7706111837,Г.Москва,66.30.1,66,Управление инвестиционными фондами
1192,"ООО ""УК ПОРТФЕЛЬНЫЕ ИНВЕСТИЦИИ""",7706111837,Г.Москва,66.30.1,66,Управление инвестиционными фондами,Высокая,"ООО ""РЕГИОН ФИНАНСОВЫЕ УСЛУГИ""",7706444025,Г.Москва,64.20,64,Деятельность холдинговых компаний
1193,"ПАО АФК ""СИСТЕМА""",7703104630,Г.Москва,64.99.1,64,Вложения в ценные бумаги,Высокая,"ООО ""ДМ-ФИНАНС""",9729324419,Г.Москва,47.78.9,47,"Торговля розничная непродовольственными товарами, не включенными в другие группировки, в специализированных магазинах"
1194,БАНК ГПБ (АО),7744001497,Г.МОСКВА,64.19,64,Денежное посредничество прочее,Высокая,"ООО ""ФИНПРОЕКТ""",7727526624,Г.МОСКВА,64.99.1,64,Вложения в ценные бумаги
1195,"АО ""ГК ""ЭТАЛОН""",7814116230,Г.Санкт-Петербург,70.10.2,70,Деятельность по управлению холдинг-компаниями,Высокая,"АО ""ЭТАЛОН-ФИНАНС""",7705619586,Г.Москва,68.32,68,Управление недвижимым имуществом за вознаграждение или на договорной основе
1196,"АО ""ГК ""ЭТАЛОН""",7814116230,Г.Санкт-Петербург,70.10.2,70,Деятельность по управлению холдинг-компаниями,Высокая,"ЗАО ""АБТВ""",7707057389,Г.Москва,68.20.2,68,Аренда и управление собственным или арендованным нежилым недвижимым имуществом
1197,"АО ""ГК ""ЭТАЛОН""",7814116230,Г.Санкт-Петербург,70.10.2,70,Деятельность по управлению холдинг-компаниями,Высокая,"ООО ""ЭТАЛОН-РЕГИОНЫ""",9717104144,Г.Москва,70.10.2,70,Деятельность по управлению холдинг-компаниями
1198,"АО ""ГК ""ЭТАЛОН""",7814116230,Г.Санкт-Петербург,70.10.2,70,Деятельность по управлению холдинг-компаниями,Высокая,"ООО ""ОКТЯБРЬСКАЯ""",9717112321,Г.Москва,41.20,41,Строительство жилых и нежилых зданий
1199,"ООО ""УК ДЕМЕТРА-ХОЛДИНГ""",9703074796,Г.Москва,70.22,70,Консультирование по вопросам коммерческой деятельности и управления,Высокая,"ООО ""ДЕМЕТРА-ХОЛДИНГ""",7703467183,Г.МОСКВА,70.22,70,Консультирование по вопросам коммерческой деятельности и управления
1200,"ООО ""УК ДЕМЕТРА-ХОЛДИНГ""",9703074796,Г.Москва,70.22,70,Консультирование по вопросам коммерческой деятельности и управления,Высокая,"ООО ""НЗТ""",2315996886,КРАСНОДАРСКИЙ КРАЙ,52.29,52,"Деятельность вспомогательная прочая, связанная с перевозками"
1201,"ООО ""УК ДЕМЕТРА-ХОЛДИНГ""",9703074796,Г.Москва,70.22,70,Консультирование по вопросам коммерческой деятельности и управления,Высокая,"ООО ""ДЕМЕТРА ТРЕЙДИНГ""",2310175205,Краснодарский край,46.21,46,"Торговля оптовая зерном, необработанным табаком, семенами и кормами для сельскохозяйственных животных"
1202,"ООО ""КОНЦЕРН ""РОССИУМ""",5032152372,Г.Москва,64.99.1,64,Вложения в ценные бумаги,Высокая,"АО ""РЕГИОН ЭСМ""",7730149408,Г.Москва,64.99.1,64,Вложения в ценные бумаги
1203,"ООО ""НОВАПОРТ ХОЛДИНГ""",7704857789,Г.МОСКВА,52.23.11,52,Деятельность аэропортовая,Высокая,"АО ""МАВ""",3443009921,Волгоградская область,52.23.11,52,Деятельность аэропортовая
1204,"ООО ""АПХ ""МИРАТОРГ""",7704669440,Московская область,70.22,70,Консультирование по вопросам коммерческой деятельности и управления,Высокая,"ООО ""АФ ""БЛАГОДАТЕНСКАЯ""",4620009025,Курская область,01.11,01,"Выращивание зерновых (кроме риса), зернобобовых культур и семян масличных культур"
1205,"ООО ""АПХ ""МИРАТОРГ""",7704669440,Московская область,70.22,70,Консультирование по вопросам коммерческой деятельности и управления,Высокая,"ООО ""ТК ""МИРАТОРГ""",5009072150,МОСКОВСКАЯ ОБЛАСТЬ,46.21,46,"Торговля оптовая зерном, необработанным табаком, семенами и кормами для сельскохозяйственных животных"
1206,"ООО ""УК ""ЛЕРТА КАПИТАЛ""",3906328893,Г.МОСКВА,66.12.2,66,Деятельность по управлению ценными бумагами,Высокая,"ЗПИФ недвижимости ""ТехнополисДжиЭс""",3906328893,Г.МОСКВА,66.12.2,66,Деятельность по управлению ценными бумагами
1207,"АО ""РОСНЕФТЕГАЗ""",7705630445,Г.Москва,70.10.2,70,Деятельность по управлению холдинг-компаниями,Высокая,"АО ""СТС""",7725808905,Г.Москва,64.99.3,64,"Капиталовложения в уставные капиталы, венчурное инвестирование, в том числе посредством инвестиционных компаний"
1208,"ООО ""САМОЛЕТ-МСК""",5027298739,МОСКОВСКАЯ ОБЛАСТЬ,70.22,70,Консультирование по вопросам коммерческой деятельности и управления,Высокая,"ООО ""СЗ ""САМОЛЕТ-ПОЯРКОВО""",5024204154,Московская область,71.12.2,71,"Деятельность заказчика-застройщика, генерального подрядчика"
1209,"ООО ""САМОЛЕТ-МСК""",5027298739,МОСКОВСКАЯ ОБЛАСТЬ,70.22,70,Консультирование по вопросам коммерческой деятельности и управления,Высокая,"ООО ""СЗ ""САМОЛЕТ-ПЯТНИЦКИЕ КВАРТАЛЫ""",9721154042,Г.МОСКВА,71.12.2,71,"Деятельность заказчика-застройщика, генерального подрядчика"
1210,"ООО ""САМОЛЕТ-МСК""",5027298739,МОСКОВСКАЯ ОБЛАСТЬ,70.22,70,Консультирование по вопросам коммерческой деятельности и управления,Высокая,"ООО ""САМОЛЕТ-ПРЕДПРОЕКТ-1""",5027302329,Московская область,71.12.2,71,"Деятельность заказчика-застройщика, генерального подрядчика"
1211,"ООО ""РСХБ УПРАВЛЕНИЕ АКТИВАМИ""",7704814182,Г.МОСКВА,66.30,66,Деятельность по управлению фондами,Высокая,"ООО ""АГРОТОРГ-ТРЕЙД""",5190184105,Г.МОСКВА,70.22,70,Консультирование по вопросам коммерческой деятельности и управления
1212,"ООО ""РСХБ УПРАВЛЕНИЕ АКТИВАМИ""",7704814182,Г.МОСКВА,66.30,66,Деятельность по управлению фондами,Высокая,"ЗПИФ комбинированный ""Развитие""",7704814182,Г.МОСКВА,66.30,66,Деятельность по управлению фондами
1213,"ООО ""РСХБ УПРАВЛЕНИЕ АКТИВАМИ""",7704814182,Г.МОСКВА,66.30,66,Деятельность по управлению фондами,Высокая,"ЗПИФ комбинированный ""Согласие""",7704814182,Г.МОСКВА,66.30,66,Деятельность по управлению фондами
1214,"ООО ""УК ""ЧЕРНОГОЛОВКА""",5031126323,МОСКОВСКАЯ ОБЛАСТЬ,82.11,82,Деятельность административно-хозяйственная комплексная по обеспечению работы организации,Высокая,"ООО ""ТК ""АКВАЛАЙФ""",7719875558,Московская область,46.34,46,Торговля оптовая напитками
1215,"ООО ""УК ""ЧЕРНОГОЛОВКА""",5031126323,МОСКОВСКАЯ ОБЛАСТЬ,82.11,82,Деятельность административно-хозяйственная комплексная по обеспечению работы организации,Высокая,"АО ""АКВАЛАЙФ РЕСУРС""",7751010710,Г.Москва,69.10,69,Деятельность в области права
1216,"АО УК ""РВМ КАПИТАЛ""",7722563196,Г.Москва,66.30.1,66,Управление инвестиционными фондами,Высокая,"ЗПИФ недвижимости ""РВМ Монолит""",7722563196,Г.Москва,66.30.1,66,Управление инвестиционными фондами
1217,"ООО ""ГАЗПРОМ ЭНЕРГОХОЛДИНГ""",7703323030,Г.САНКТ-ПЕТЕРБУРГ,70.22,70,Консультирование по вопросам коммерческой деятельности и управления,Высокая,"ПАО ""МОЭК""",7720518494,Г.МОСКВА,35.30.1,35,Производство пара и горячей воды (тепловой энергии)
1218,"ООО ""ГАЗПРОМ ЭНЕРГОХОЛДИНГ""",7703323030,Г.САНКТ-ПЕТЕРБУРГ,70.22,70,Консультирование по вопросам коммерческой деятельности и управления,Высокая,"ПАО ""МОСЭНЕРГО""",7705035012,Г.МОСКВА,35.11.1,35,"Производство электроэнергии тепловыми электростанциями, в том числе деятельность по обеспечению работоспособности электростанций"
1219,"ООО ""ГОРОД-СПУТНИК ""ЮЖНЫЙ""",7813479671,Г.САНКТ-ПЕТЕРБУРГ,41.2,41,Строительство жилых и нежилых зданий,Высокая,"ООО ""ЗАСТРОЙ"" СПЕЦЗАСТРОЙЩИК""",7813654242,Г.САНКТ-ПЕТЕРБУРГ,41.10,41,Разработка строительных проектов
1220,"ООО ""СДЕЛАЙ СВОИМИ РУКАМИ СЕВЕРО-ЗАПАД""",7802354624,Г.Санкт-Петербург,47.52,47,"Торговля розничная скобяными изделиями, лакокрасочными материалами и стеклом в специализированных магазинах",Высокая,"Фл ООО ""Сделай Своими Руками Северо-Запад""",7802354624,Г.Санкт-Петербург,47.52,47,"Торговля розничная скобяными изделиями, лакокрасочными материалами и стеклом в специализированных магазинах"
1221,"ООО ""СМАРТКОНТРАКТ""",6154060113,Г.Москва,62.01,62,Разработка компьютерного программного обеспечения,Высокая,"ООО ""ДЕМЕТРА ТРЕЙДИНГ""",2310175205,Краснодарский край,46.21,46,"Торговля оптовая зерном, необработанным табаком, семенами и кормами для сельскохозяйственных животных"
1222,"ООО ""СМАРТКОНТРАКТ""",6154060113,Г.Москва,62.01,62,Разработка компьютерного программного обеспечения,Высокая,"ООО ""УМНЫЕ ЗЕРНА""",6154144532,Ростовская область,52.29,52,"Деятельность вспомогательная прочая, связанная с перевозками"
1223,МИНОБОРОНЫ РОССИИ,7704252261,Г.Москва,84.22,84,"Деятельность, связанная с обеспечением военной безопасности",Высокая,"ФГУП ""ГНПП ""КРОНА""",3327101250,ВЛАДИМИРСКАЯ ОБЛАСТЬ,26.51.2,26,"Производство радиолокационной, радионавигационной аппаратуры и радиоаппаратуры дистанционного управления"
1224,МИНОБОРОНЫ РОССИИ,7704252261,Г.Москва,84.22,84,"Деятельность, связанная с обеспечением военной безопасности",Высокая,"ФГУП ""ИНЖТЕХЦЕНТР МИНОБОРОНЫ РОССИИ""",7810252947,Г.МОСКВА,68.20,68,Аренда и управление собственным или арендованным недвижимым имуществом
1225,МИНОБОРОНЫ РОССИИ,7704252261,Г.Москва,84.22,84,"Деятельность, связанная с обеспечением военной безопасности",Высокая,"ФГУП ""ГВСУ ПО СПЕЦИАЛЬНЫМ ОБЪЕКТАМ""",7734003657,Амурская область,41.20,41,Строительство жилых и нежилых зданий
1226,"ООО ""НИКОН""",5321091489,НОВГОРОДСКАЯ ОБЛАСТЬ,70.10.2,70,Деятельность по управлению холдинг-компаниями,Высокая,"АО ""ЛАКТИС""",5321034579,НОВГОРОДСКАЯ ОБЛАСТЬ,10.51.1,10,Производство питьевого молока и питьевых сливок
1227,"ООО ""НИКОН""",5321091489,НОВГОРОДСКАЯ ОБЛАСТЬ,70.10.2,70,Деятельность по управлению холдинг-компаниями,Высокая,"ООО ""ТД ""ЛАКТИКА""",5321122553,Новгородская область,82.20,82,Деятельность центров обработки телефонных вызовов
1228,"ПАО ""ТРАНСНЕФТЬ""",7706061801,Г.МОСКВА,49.50.1,49,Транспортирование по трубопроводам нефти и нефтепродуктов,Высокая,"АО ""ТРАНСНЕФТЬ - ДРУЖБА""",3235002178,БРЯНСКАЯ ОБЛАСТЬ,49.50.1,49,Транспортирование по трубопроводам нефти и нефтепродуктов
1229,"ПАО ""ТРАНСНЕФТЬ""",7706061801,Г.МОСКВА,49.50.1,49,Транспортирование по трубопроводам нефти и нефтепродуктов,Высокая,"ПАО ""НМТП""",2315004404,Краснодарский край,52.24,52,Транспортная обработка грузов
1230,"ООО ""ДЕМЕТРА-ХОЛДИНГ""",7703467183,Г.МОСКВА,70.22,70,Консультирование по вопросам коммерческой деятельности и управления,Высокая,"ООО ""НЗТ""",2315996886,КРАСНОДАРСКИЙ КРАЙ,52.29,52,"Деятельность вспомогательная прочая, связанная с перевозками"
1231,"ООО ""ДЕМЕТРА-ХОЛДИНГ""",7703467183,Г.МОСКВА,70.22,70,Консультирование по вопросам коммерческой деятельности и управления,Высокая,"ООО ""ДЕМЕТРА ТРЕЙДИНГ""",2310175205,Краснодарский край,46.21,46,"Торговля оптовая зерном, необработанным табаком, семенами и кормами для сельскохозяйственных животных"
1232,"АО ""ПРОГРЕСС""",4826022365,ЛИПЕЦКАЯ ОБЛАСТЬ,10.86,10,Производство детского питания и диетических пищевых продуктов,Высокая,"АО ""ПРОГРЕСС КАПИТАЛ""",4826063675,ЛИПЕЦКАЯ ОБЛАСТЬ,64.20,64,Деятельность холдинговых компаний
1233,"ООО ""РН-ТРЕЙД""",7804303914,Г.САНКТ-ПЕТЕРБУРГ,64.99.1,64,Вложения в ценные бумаги,Высокая,ПАО СНГЕО,6315230513,Самарская область,71.12.3,71,"Работы геолого-разведочные, геофизические и геохимические в области изучения недр и воспроизводства минерально-сырьевой базы"
1234,"ООО ""РН-ТРЕЙД""",7804303914,Г.САНКТ-ПЕТЕРБУРГ,64.99.1,64,Вложения в ценные бумаги,Высокая,"АО ""ТОМСКНЕФТЬ"" ВНК",7022000310,ТОМСКАЯ ОБЛАСТЬ,06.10.1,06,Добыча сырой нефти
1235,"ООО ""РН-ТРЕЙД""",7804303914,Г.САНКТ-ПЕТЕРБУРГ,64.99.1,64,Вложения в ценные бумаги,Высокая,"ООО ""ПХК ЦСКА""",7703570430,Г.Москва,93.1,93,Деятельность в области спорта
1236,"ООО ""МЕРЛИОН ДИСТРИБУЦИЯ""",5024163878,Московская область,70.22,70,Консультирование по вопросам коммерческой деятельности и управления,Высокая,"ООО ""МЕРЛИОН""",7719269331,МОСКОВСКАЯ ОБЛАСТЬ,46.43.1,46,Торговля оптовая электрической бытовой техникой
1237,"ООО ""ЕАС ХОЛДИНГ""",5044114004,МОСКОВСКАЯ ОБЛАСТЬ,70.22,70,Консультирование по вопросам коммерческой деятельности и управления,Высокая,"ООО ""ЕАС А + Б""",5044093097,МОСКОВСКАЯ ОБЛАСТЬ,23.63,23,Производство товарного бетона
1238,"АО ""РОСЭЛЕКТРОНИКА""",7710277994,Г.МОСКВА,70.10.1,70,Деятельность по управлению финансово-промышленными группами,Высокая,"ГОСУДАРСТВЕННАЯ КОРПОРАЦИЯ ""РОСТЕХ""",7704274402,Г.МОСКВА,64.99,64,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки"
1239,"АО ""РОСЭЛЕКТРОНИКА""",7710277994,Г.МОСКВА,70.10.1,70,Деятельность по управлению финансово-промышленными группами,Высокая,"АО ""НИПС""",5408106323,Новосибирская область,72.19,72,Научные исследования и разработки в области естественных и технических наук прочие
1240,"ПАО ""НМТП""",2315004404,Краснодарский край,52.24,52,Транспортная обработка грузов,Высокая,"ООО ""НЗТ""",2315996886,КРАСНОДАРСКИЙ КРАЙ,52.29,52,"Деятельность вспомогательная прочая, связанная с перевозками"
1241,"ПАО ""НМТП""",2315004404,Краснодарский край,52.24,52,Транспортная обработка грузов,Высокая,"АО ""НСРЗ""",2315007476,Краснодарский край,52.24.2,52,Транспортная обработка прочих грузов
1242,"АО ""ВБД""",7713085659,Г.МОСКВА,10.51,10,Производство молока (кроме сырого) и молочной продукции,Высокая,"АО ""АГРОКОМПЛЕКС ПАВЛОВСКИЙ""",2360014203,Краснодарский край,01.41,01,"Разведение молочного крупного рогатого скота, производство сырого молока"
1243,"АО ""ВБД""",7713085659,Г.МОСКВА,10.51,10,Производство молока (кроме сырого) и молочной продукции,Высокая,МОЛОЧНЫЙ СОЮЗ РОССИИ,7705386973,Г.МОСКВА,94.20,94,Деятельность профессиональных союзов
1244,"ООО ""РМ-ГРУПП""",6674187405,СВЕРДЛОВСКАЯ ОБЛАСТЬ,64.20,64,Деятельность холдинговых компаний,Высокая,"ООО ""ЭЛЕМЕНТ-ТРЕЙД""",6674121179,СВЕРДЛОВСКАЯ ОБЛАСТЬ,47.11.2,47,"Торговля розничная незамороженными продуктами, включая напитки и табачные изделия, в неспециализированных магазинах"
1245,"ООО ""РМ-ГРУПП""",6674187405,СВЕРДЛОВСКАЯ ОБЛАСТЬ,64.20,64,Деятельность холдинговых компаний,Высокая,"ООО ""БАРЕТТ-ГРУПП""",6685205303,Свердловская область,64.20,64,Деятельность холдинговых компаний
1246,"ООО ""УК ""ГЖЕЛЬ""",5040092977,Московская область,70.10.2,70,Деятельность по управлению холдинг-компаниями,Высокая,"ООО ""СБЕРБАНК ИНВЕСТИЦИИ""",5032229441,Московская область,64.9,64,"Деятельность по предоставлению прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению"
1247,"АО ""ТИТАН""",2308201000,КРАСНОДАРСКИЙ КРАЙ,66.1,66,"Деятельность вспомогательная в сфере финансовых услуг, кроме страхования и пенсионного обеспечения",Высокая,"АО ""АГРОКОМПЛЕКС ПАВЛОВСКИЙ""",2360014203,Краснодарский край,01.41,01,"Разведение молочного крупного рогатого скота, производство сырого молока"
1248,"ООО ""ТОРГОВЫЙ ДОМ ОЗК""",7708763813,Г.Москва,46.21,46,"Торговля оптовая зерном, необработанным табаком, семенами и кормами для сельскохозяйственных животных",Высокая,"ООО ""ОЗК ТРЕЙДИНГ""",2310170817,Ростовская область,46.21,46,"Торговля оптовая зерном, необработанным табаком, семенами и кормами для сельскохозяйственных животных"
1249,"ООО ""ТОРГОВЫЙ ДОМ ОЗК""",7708763813,Г.Москва,46.21,46,"Торговля оптовая зерном, необработанным табаком, семенами и кормами для сельскохозяйственных животных",Высокая,"АО ""РЕЗЕРВХЛЕБ""",7814339814,Г.Санкт-Петербург,52.10.3,52,Хранение и складирование зерна
1250,"ЗАО АФ ""РЫЛЬСКАЯ""",4620008021,Курская область,01.11,01,"Выращивание зерновых (кроме риса), зернобобовых культур и семян масличных культур",Высокая,"ООО ""АФ ""БЛАГОДАТЕНСКАЯ""",4620009025,Курская область,01.11,01,"Выращивание зерновых (кроме риса), зернобобовых культур и семян масличных культур"
1251,"ЗАО АФ ""РЫЛЬСКАЯ""",4620008021,Курская область,01.11,01,"Выращивание зерновых (кроме риса), зернобобовых культур и семян масличных культур",Высокая,"ООО ""ОБЪЕДИНЕННЫЕ КОНДИТЕРЫ""",7705475711,Г.Москва,46.36.2,46,Торговля оптовая шоколадом и сахаристыми кондитерскими изделиями
1252,"ГУП ""ЦУГИ""",7705059380,Г.МОСКВА,68.32,68,Управление недвижимым имуществом за вознаграждение или на договорной основе,Высокая,ДЕПАРТАМЕНТ ГОРОДСКОГО ИМУЩЕСТВА ГОРОДА МОСКВЫ,7705031674,Г.Москва,84.11.21,84,"Деятельность органов государственной власти субъектов Российской Федерации (республик, краев, областей), кроме судебной власти, представительств исполнительных органов государственной власти субъектов Российской Федерации при Президенте Российской Федерации"
1253,"ГУП ""ЦУГИ""",7705059380,Г.МОСКВА,68.32,68,Управление недвижимым имуществом за вознаграждение или на договорной основе,Высокая,"ООО ""НАВИС ИНЖИНИРИНГ""",9705164501,Г.МОСКВА,41.2,41,Строительство жилых и нежилых зданий
1254,"АО ""КУБАНСКИЙ БЕКОН""",2360011837,Краснодарский край,1.46,1,Разведение свиней,Высокая,"ООО ""АГРОКОМПЛЕКС РОСТОВСКИЙ""",6123016298,РОСТОВСКАЯ ОБЛАСТЬ,01.11.1,01,Выращивание зерновых культур
1255,"АО ""САНАТОРИЙ ""СЕСТРОРЕЦКИЙ КУРОРТ""",7827003258,Г.Санкт-Петербург,86.90.4,86,Деятельность санаторно-курортных организаций,Высокая,"ПАО ""ГРУППА ЛСР""",7838360491,Г.САНКТ-ПЕТЕРБУРГ,64.20,64,Деятельность холдинговых компаний
1256,"ООО ""ИГЧП""",7727297533,Г.Москва,64.99.1,64,Вложения в ценные бумаги,Высокая,"ООО ""ФИНПРОЕКТ""",7727526624,Г.МОСКВА,64.99.1,64,Вложения в ценные бумаги
1257,"ООО ""ИГЧП""",7727297533,Г.Москва,64.99.1,64,Вложения в ценные бумаги,Высокая,"ООО ""ЛАХТИНСКАЯ МАГИСТРАЛЬ""",7813665484,Г.САНКТ-ПЕТЕРБУРГ,42.11,42,Строительство автомобильных дорог и автомагистралей
1258,"ООО ""АПК ""МИХАЙЛОВСКИЙ""",7718548798,Г.Москва,64.20,64,Деятельность холдинговых компаний,Высокая,"АО ""ВАСИЛЬЕВСКАЯ ПТИЦЕФАБРИКА""",5809022198,ПЕНЗЕНСКАЯ ОБЛАСТЬ,01.47,01,Разведение сельскохозяйственной птицы
1259,АО ГРУППА СИНАРА,6658252583,Свердловская область,64.20,64,Деятельность холдинговых компаний,Высокая,"ООО ""СД-ФИНАНС""",6685195711,СВЕРДЛОВСКАЯ ОБЛАСТЬ,70.10.2,70,Деятельность по управлению холдинг-компаниями
1260,"ООО ""ПЕРМЬ-ВОСТОК-СЕРВИС""",5904330918,Пермский край,46.42.11,46,"Торговля оптовая одеждой, включая спортивную, кроме нательного белья",Высокая,"ЗАО ""ПЕРСПЕКТИВА""",7722276410,Московская область,14.12,14,Производство спецодежды
1261,"ООО ""АЕОН ХОЛДИНГ ДЕВЕЛОПМЕНТ""",7704365995,Г.МОСКВА,70.22,70,Консультирование по вопросам коммерческой деятельности и управления,Высокая,"ООО ""АЕОН-ДЕВЕЛОПМЕНТ""",7704640264,Г.МОСКВА,70.22,70,Консультирование по вопросам коммерческой деятельности и управления
1262,"ООО ""СП АКЦЕПТ""",5075004516,Г.МОСКВА,68.10.1,68,Подготовка к продаже собственного недвижимого имущества,Высокая,"ООО ""РУЗСКОЕ СЕЛЬСКОХОЗЯЙСТВЕННОЕ ПРЕДПРИЯТИЕ""",7730704549,Г.Москва,68.20.2,68,Аренда и управление собственным или арендованным нежилым недвижимым имуществом
1263,"ООО ""СП АКЦЕПТ""",5075004516,Г.МОСКВА,68.10.1,68,Подготовка к продаже собственного недвижимого имущества,Высокая,"ООО ""ИНТЕРАКТИВ""",7730261657,Г.Москва,64.20,64,Деятельность холдинговых компаний
1264,"ООО ""АГРОТОРГ-ТРЕЙД""",5190184105,Г.МОСКВА,70.22,70,Консультирование по вопросам коммерческой деятельности и управления,Высокая,"ООО ""РСХБ-ФИНАНС""",7704794218,Г.Москва,70.22,70,Консультирование по вопросам коммерческой деятельности и управления
1265,"ООО ""АГРОТОРГ-ТРЕЙД""",5190184105,Г.МОСКВА,70.22,70,Консультирование по вопросам коммерческой деятельности и управления,Высокая,"ООО ""РСХБ ФИНАНСОВЫЕ УСЛУГИ""",9703154836,Г.Москва,64.20,64,Деятельность холдинговых компаний
1266,"ООО ""НОВАПОРТ ИНВЕСТ""",7704355394,Г.Москва,52.23.11,52,Деятельность аэропортовая,Высокая,"АО ""АЭРОПОРТ МУРМАНСК""",5105040715,МУРМАНСКАЯ ОБЛАСТЬ,52.23.11,52,Деятельность аэропортовая
1267,"ООО ""НОВАПОРТ ИНВЕСТ""",7704355394,Г.Москва,52.23.11,52,Деятельность аэропортовая,Высокая,"ООО ""ТЗК ""ПЛАНЕТА""",3664067801,ВОРОНЕЖСКАЯ ОБЛАСТЬ,46.71,46,"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами"
1268,"ООО ""ЛУКОЙЛ-ЗАПАДНАЯ СИБИРЬ""",8608048498,ХАНТЫ-МАНСИЙСКИЙ АВТОНОМНЫЙ ОКРУГ - ЮГРА,06.10.1,06,Добыча сырой нефти,Высокая,"ООО ""НК ""ЮГРАНЕФТЕПРОМ""",7710498263,Г.МОСКВА,06.10,06,Добыча сырой нефти и нефтяного (попутного) газа
1269,"ООО ""ЛУКОЙЛ-ЗАПАДНАЯ СИБИРЬ""",8608048498,ХАНТЫ-МАНСИЙСКИЙ АВТОНОМНЫЙ ОКРУГ - ЮГРА,06.10.1,06,Добыча сырой нефти,Высокая,"ООО ""ВНГ""",8904094487,ЯМАЛО-НЕНЕЦКИЙ АВТОНОМНЫЙ ОКРУГ,71.12.3,71,"Работы геолого-разведочные, геофизические и геохимические в области изучения недр и воспроизводства минерально-сырьевой базы"
1270,"АО ""НОРИЛЬСКГАЗПРОМ""",2457002628,КРАСНОЯРСКИЙ КРАЙ,06.20,06,Добыча природного газа и газового конденсата,Высокая,"ПАО ""ГМК ""НОРИЛЬСКИЙ НИКЕЛЬ""",8401005730,КРАСНОЯРСКИЙ КРАЙ,24.45,24,Производство прочих цветных металлов
1271,"АО ""БИЗНЕС-НЕДВИЖИМОСТЬ""",7708797121,Г.МОСКВА,68.32,68,Управление недвижимым имуществом за вознаграждение или на договорной основе,Высокая,"АО ""ЭТАЛОН-ФИНАНС""",7705619586,Г.Москва,68.32,68,Управление недвижимым имуществом за вознаграждение или на договорной основе
1272,"АО ""БИЗНЕС-НЕДВИЖИМОСТЬ""",7708797121,Г.МОСКВА,68.32,68,Управление недвижимым имуществом за вознаграждение или на договорной основе,Высокая,"ООО ""ОКТЯБРЬСКАЯ""",9717112321,Г.Москва,41.20,41,Строительство жилых и нежилых зданий
1273,"АО ""ПРОГРЕСС КАПИТАЛ""",4826063675,ЛИПЕЦКАЯ ОБЛАСТЬ,64.20,64,Деятельность холдинговых компаний,Высокая,"ООО ""ЛЕБЕДЯНСКИЙ""",4811023542,Липецкая область,10.86,10,Производство детского питания и диетических пищевых продуктов
1274,"АО ""ДЦСС""",2536196045,Приморский край,30.11,30,"Строительство кораблей, судов и плавучих конструкций",Высокая,"АО ""ЦКБ ""ЛАЗУРИТ""",5263000105,НИЖЕГОРОДСКАЯ ОБЛАСТЬ,72.19,72,Научные исследования и разработки в области естественных и технических наук прочие
1275,"ПАО ""СЕГЕЖА ГРУПП""",9703024202,Г.Москва,64.99,64,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки",Высокая,"ООО ""ИНТЕР ФОРЕСТ РУС""",9703043283,Г.Москва,70.22,70,Консультирование по вопросам коммерческой деятельности и управления
1276,"АО ""СТС""",7725808905,Г.Москва,64.99.3,64,"Капиталовложения в уставные капиталы, венчурное инвестирование, в том числе посредством инвестиционных компаний",Высокая,"АО ""ДЦСС""",2536196045,Приморский край,30.11,30,"Строительство кораблей, судов и плавучих конструкций"
1277,"ООО ""РИТЭК""",6317130144,САМАРСКАЯ ОБЛАСТЬ,06.10.1,06,Добыча сырой нефти,Высокая,"ООО ""НК ""ЮГРАНЕФТЕПРОМ""",7710498263,Г.МОСКВА,06.10,06,Добыча сырой нефти и нефтяного (попутного) газа
1278,"ООО ""РИТЭК""",6317130144,САМАРСКАЯ ОБЛАСТЬ,06.10.1,06,Добыча сырой нефти,Высокая,"ТОСП В КОШКИНСКОМ Р-НЕ ТПП ""РИТЭК-САМАРА-НАФТА"" ООО ""РИТЭК""",6317130144,САМАРСКАЯ ОБЛАСТЬ,06.10.1,06,Добыча сырой нефти
