,Объект_1,ИНН_1,Адрес_1,ОКВЭД_1,ОКВЭД_ГЛАВ_1,Деятельность_1,Связь,Объект_2,ИНН_2,Адрес_2,ОКВЭД_2,ОКВЭД_ГЛАВ_2,Деятельность_2
822,"АО ""КАЛУГАПУТЬМАШ""",4029000018,Калужская область,30.20.31,30,"Производство транспортных средств для ремонта и технического обслуживания железнодорожных, трамвайных и прочих путей",Высокая,"АО ""РПМ""",4029032450,Калужская область,30.20.31,30,"Производство транспортных средств для ремонта и технического обслуживания железнодорожных, трамвайных и прочих путей"
823,"ООО ""РЕЙЛ-ЛИЗИНГ",9709071294,Г.Москва,77.39,77,"Аренда и лизинг прочих видов транспорта, оборудования и материальных средств, не включенных в другие группировки",Высокая,"ООО ""РЕЙЛ СЕРВИС""",9709024417,Г.МОСКВА,64.20,64,Деятельность холдинговых компаний
824,"ПАО ""КОСТРОМСКАЯ СБЫТОВАЯ КОМПАНИЯ"", ПАО ""КСК""",4401050567,КОСТРОМСКАЯ ОБЛАСТЬ,35.14,35,Торговля электроэнергией,Высокая,"ФЛ ПАО ""РОССЕТИ ЦЕНТР"" - ""КОСТРОМАЭНЕРГО""",6901067107,Г.Москва,35.12,35,Передача электроэнергии и технологическое присоединение к распределительным электросетям
825,"АО ""НПП ""САЛЮТ""",5261079332,НИЖЕГОРОДСКАЯ ОБЛАСТЬ,72.19,72,Научные исследования и разработки в области естественных и технических наук прочие,Высокая,"АО ""РОСЭЛЕКТРОНИКА""",7710277994,Г.МОСКВА,70.10.1,70,Деятельность по управлению финансово-промышленными группами
826,"ПАО ""ТРАНСНЕФТЬ""",7706061801,Г.МОСКВА,49.50.1,49,Транспортирование по трубопроводам нефти и нефтепродуктов,Высокая,"АО ""СПБМТСБ""",7840389730,Г.САНКТ-ПЕТЕРБУРГ,66.11.2,66,"Управление и контроль за деятельностью фондовых, товарных, валютных и валютнофондовых бирж"
827,ВГТРК,7714072839,Г.МОСКВА,60.20,60,Деятельность в области телевизионного вещания,Высокая,"АО ""ПЕРВЫЙ КАНАЛ""",7717039300,Г.МОСКВА,60.20,60,Деятельность в области телевизионного вещания
828,"АО ""НАУЧНЫЕ ПРИБОРЫ""",7826012838,Г.САНКТ-ПЕТЕРБУРГ,72.19,72,Научные исследования и разработки в области естественных и технических наук прочие,Высокая,"ООО ""ВИЭЙ ФАРМА""",7814688702,Г.Санкт-Петербург,72.19,72,Научные исследования и разработки в области естественных и технических наук прочие
829,"АО ""НАУЧНЫЕ ПРИБОРЫ""",7826012838,Г.САНКТ-ПЕТЕРБУРГ,72.19,72,Научные исследования и разработки в области естественных и технических наук прочие,Высокая,"ООО ""ЦТЖД""",7838100750,Г.МОСКВА,62.01,62,Разработка компьютерного программного обеспечения
830,"АО ""ОМСК-ПРИГОРОД""",5505034152,Омская область,49.31.1,49,Перевозка пассажиров железнодорожным транспортом в пригородном сообщении,Высокая,МИНИМУЩЕСТВО ОМСКОЙ ОБЛАСТИ,5503079101,ОМСКАЯ ОБЛАСТЬ,84.11.8,84,"Управление имуществом, находящимся в государственной собственности"
831,"ООО ""КАПИТАЛ""",3525137836,Вологодская область,64.9,64,"Деятельность по предоставлению прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению",Высокая,"ООО ""УК ВЛП""",3525266729,ВОЛОГОДСКАЯ ОБЛАСТЬ,70.10.1,70,Деятельность по управлению финансово-промышленными группами
832,"ООО ""РЖД-ТЕХНОЛОГИИ""",7708331203,Г.МОСКВА,62.02,62,Деятельность консультативная и работы в области компьютерных технологий,Высокая,"ООО ""ЦТЖД""",7838100750,Г.МОСКВА,62.01,62,Разработка компьютерного программного обеспечения
833,"ООО ""ЦЕНТР ИНДУСТРИАЛЬНЫХ БИОТЕХНОЛОГИЙ""",3111006885,БЕЛГОРОДСКАЯ ОБЛАСТЬ,72.19,72,Научные исследования и разработки в области естественных и технических наук прочие,Высокая,ФИЦ БИОТЕХНОЛОГИИ РАН,7725030284,Г.МОСКВА,72.19,72,Научные исследования и разработки в области естественных и технических наук прочие
834,"ООО ""ЦТТ""",1655202377,Республика Татарстан (Татарстан),72.19,72,Научные исследования и разработки в области естественных и технических наук прочие,Высокая,"АО ""ТНХИ-Х""",1653010285,Республика Татарстан (Татарстан),64.20,64,Деятельность холдинговых компаний
